l_fighter_id,r_fighter_id,w_fighter_id,l_FullName,r_FullName,w_FullName,l_fighter_height_cm,r_fighter_height_cm,weight_class,l_fighter_weight_lbs,r_fighter_weight_lbs,l_fighter_reach_cm,r_fighter_reach_cm,l_fighter_stance,r_fighter_stance,l_fighter_dob,r_fighter_dob,event_date,l_fighter_age,r_fighter_age,l_seniority,r_seniority,l_fighter_w,l_fighter_l,r_fighter_w,r_fighter_l,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,l_ctrl_time,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,r_ctrl_time,result,num_rounds,finish_round,finish_time,l_w/l_ratio,r_w/l_ratio,l_win,r_win,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_stance_pair,r_stance_pair
1370,1041,1370,Nick Osipczak,Matthew Riddle,Nick Osipczak,187.96,185.42,Welterweight,170,170,193.04,193.04,Orthodox,Southpaw,1984-12-30 00:00:00,1986-01-14 00:00:00,2009-11-14,24,23,1,-1,6,3,8,3,0,174,116,101,46,0,0,1,2,4:06,0,101,68,54,28,12,4,0,0,5:45,KO/TKO,3,3,3:53,2,2.666667,1,0,2.540009,-2.540009,0,0,0,0,246,345,9,11,-2,2,-0.666666746139526,0.666666746139526,Orthodox vs Southpaw,Southpaw vs Orthodox
1370,523,523,Nick Osipczak,Rick Story,Rick Story,187.96,175.26,Welterweight,170,170,193.04,180.34,Orthodox,Southpaw,1984-12-30 00:00:00,1984-08-28 00:00:00,2010-04-10,25,25,0,0,6,3,19,9,0,63,49,41,28,4,2,1,0,2:27,0,130,83,72,31,10,3,1,0,9:55,Decision,3,3,5:00,2,2.111111,0,1,12.70001,-12.70001,0,0,12.7,-12.7,147,595,9,28,-19,19,-0.111111164093018,0.111111164093018,Orthodox vs Southpaw,Southpaw vs Orthodox
1355,378,378,Nick Pace,Miguel Torres,Miguel Torres,170.18,175.26,Bantamweight,135,135,172.72,193.04,Orthodox,Orthodox,1987-04-17 00:00:00,1981-01-18 00:00:00,2011-11-19,24,30,-6,6,8,3,44,9,0,79,41,69,31,3,1,0,0,3:05,0,212,150,122,64,1,0,0,0,3:23,Decision,3,3,5:00,2.666667,4.888889,0,1,-5.080002,5.080002,0,0,-20.31999,20.31999,185,203,11,53,-42,42,-2.22222208976746,2.22222208976746,Orthodox vs Orthodox,Orthodox vs Orthodox
1265,1244,1244,Nick Penner,Anthony Perosh,Anthony Perosh,193.04,190.5,Light Heavyweight,205,205,196,190.5,Southpaw,Orthodox,1980-03-26 00:00:00,1972-10-05 00:00:00,2012-03-02,31,39,-8,8,11,3,15,10,0,26,9,22,5,0,0,0,1,0:10,0,57,35,45,25,4,2,0,0,2:28,KO/TKO,3,1,4:59,3.666667,1.5,0,1,2.539993,-2.539993,0,0,5.5,-5.5,10,148,14,25,-11,11,2.16666674613953,-2.16666674613953,Southpaw vs Orthodox,Orthodox vs Southpaw
404,111,404,Nick Thompson,Keith Wisniewski,Nick Thompson,185.42,182.88,Welterweight,170,170,187.96,185,Orthodox,Orthodox,1981-06-23 00:00:00,1981-10-25 00:00:00,2005-11-19,24,24,0,0,38,14,28,15,0,170,108,107,48,1,1,3,3,7:09,0,49,23,40,14,5,3,0,1,4:06,Decision,3,3,5:00,2.714286,1.866667,1,0,2.539993,-2.539993,0,0,2.960007,-2.960007,429,246,52,43,9,-9,0.847618937492371,-0.847618937492371,Orthodox vs Orthodox,Orthodox vs Orthodox
1500,1432,1500,Nicolae Negumereanu,Kennedy Nzechukwu,Nicolae Negumereanu,182.88,195.58,Light Heavyweight,205,205,198.12,210.82,Orthodox,Southpaw,1994-09-04 00:00:00,1992-06-13 00:00:00,2022-03-05,27,29,-2,2,13,2,12,4,0,178,81,160,64,5,1,0,0,3:28,0,192,97,190,95,0,0,0,0,0:00,Decision,3,3,5:00,6.5,3,1,0,-12.7,12.7,0,0,-12.70001,12.70001,208,0,15,16,-1,1,3.5,-3.5,Orthodox vs Southpaw,Southpaw vs Orthodox
1500,1178,1500,Nicolae Negumereanu,Ihor Potieria,Nicolae Negumereanu,182.88,190.5,Light Heavyweight,205,205,198.12,190.5,Orthodox,Southpaw,1994-09-04 00:00:00,1996-05-29 00:00:00,2022-07-30,27,26,1,-1,13,2,19,4,0,122,72,95,51,3,2,0,0,4:01,0,85,52,70,38,0,0,0,0,0:00,KO/TKO,3,2,3:33,6.5,4.75,1,0,-7.619995,7.619995,0,0,7.619995,-7.619995,241,0,15,23,-8,8,1.75,-1.75,Orthodox vs Southpaw,Southpaw vs Orthodox
1500,902,902,Nicolae Negumereanu,Saparbeg Safarov,Saparbeg Safarov,182.88,185.42,Light Heavyweight,205,185,198.12,198.12,Orthodox,Orthodox,1994-09-04 00:00:00,1986-10-14 00:00:00,2019-03-16,24,32,-8,8,13,2,9,3,0,36,20,27,11,0,0,0,0,0:00,0,156,139,86,70,5,3,0,0,10:45,Decision,3,3,5:00,6.5,3,0,1,-2.539993,2.539993,20,-20,0,0,0,645,15,12,3,-3,3.5,-3.5,Orthodox vs Orthodox,Orthodox vs Orthodox
1500,323,323,Nicolae Negumereanu,Carlos Ulberg,Carlos Ulberg,182.88,193.04,Light Heavyweight,205,205,198.12,195.58,Orthodox,Orthodox,1994-09-04 00:00:00,1990-11-07 00:00:00,2022-11-12,28,32,-4,4,13,2,10,1,0,14,2,14,2,0,0,0,0,0:00,1,23,14,23,14,0,0,0,0,0:05,KO/TKO,3,1,3:44,6.5,10,0,1,-10.15999,10.15999,0,0,2.539993,-2.539993,0,5,15,11,4,-4,-3.5,3.5,Orthodox vs Orthodox,Orthodox vs Orthodox
1500,240,1500,Nicolae Negumereanu,Ike Villanueva,Nicolae Negumereanu,182.88,185.42,Light Heavyweight,205,205,198.12,185.42,Orthodox,Orthodox,1994-09-04 00:00:00,1984-04-04 00:00:00,2021-10-23,27,37,-10,10,13,2,18,14,0,21,11,21,11,1,0,0,0,0:20,0,21,7,21,7,1,0,0,0,0:00,KO/TKO,3,1,1:18,6.5,1.285714,1,0,-2.539993,2.539993,0,0,12.7,-12.7,20,0,15,32,-17,17,5.21428573131561,-5.21428573131561,Orthodox vs Orthodox,Orthodox vs Orthodox
3315,980,3315,Nicolas Dalby,Daniel Rodriguez,Nicolas Dalby,180.34,185.42,Welterweight,170,170,187.96,187.96,Orthodox,Southpaw,1984-11-16 00:00:00,1986-12-31 00:00:00,2020-11-21,36,33,3,-3,22,4,17,4,0,155,58,147,50,7,0,0,0,1:28,0,222,105,199,83,2,0,0,0,0:41,Decision,3,3,5:00,5.5,4.25,1,0,-5.080002,5.080002,0,0,0,0,88,41,26,21,5,-5,1.25,-1.25,Orthodox vs Southpaw,Southpaw vs Orthodox
3315,883,3315,Nicolas Dalby,Muslim Salikhov,Nicolas Dalby,180.34,180.34,Welterweight,170,170,187.96,177.8,Orthodox,Orthodox,1984-11-16 00:00:00,1984-06-09 00:00:00,2023-06-17,38,39,-1,1,22,4,19,4,0,158,104,140,86,5,2,0,0,6:36,0,101,70,88,57,2,2,0,0,0:55,Decision,3,3,5:00,5.5,4.75,1,0,0,0,0,0,10.16,-10.16,396,55,26,23,3,-3,0.75,-0.75,Orthodox vs Orthodox,Orthodox vs Orthodox
3315,691,3315,Nicolas Dalby,Claudio Silva,Nicolas Dalby,180.34,180.34,Welterweight,170,170,187.96,180.34,Orthodox,Southpaw,1984-11-16 00:00:00,1982-09-06 00:00:00,2022-07-23,37,39,-2,2,22,4,14,4,0,114,61,94,45,1,1,1,1,4:17,0,59,46,21,11,12,4,0,0,7:17,Decision,3,3,5:00,5.5,3.5,1,0,0,0,0,0,7.62001,-7.62001,257,437,26,18,8,-8,2,-2,Orthodox vs Southpaw,Southpaw vs Orthodox
3315,1752,1752,Nicolas Dalby,Tim Means,Tim Means,180.34,187.96,Welterweight,170,170,187.96,190.5,Orthodox,Orthodox,1984-11-16 00:00:00,1984-02-20 00:00:00,2021-06-26,36,37,-1,1,22,4,33,15,0,146,84,116,54,4,0,0,0,1:31,0,134,94,93,53,4,1,0,0,8:03,Decision,3,3,5:00,5.5,2.2,0,1,-7.62001,7.62001,0,0,-2.539993,2.539993,91,483,26,48,-22,22,3.29999995231628,-3.29999995231628,Orthodox vs Orthodox,Orthodox vs Orthodox
3315,1398,3315,Nicolas Dalby,Alex Oliveira,Nicolas Dalby,180.34,180.34,Welterweight,170,170,187.96,193.04,Orthodox,Orthodox,1984-11-16 00:00:00,1988-02-21 00:00:00,2019-09-28,34,31,3,-3,22,4,22,12,0,122,64,84,31,4,1,0,1,5:28,0,65,31,47,18,4,3,0,0,3:56,Decision,3,3,5:00,5.5,1.833333,1,0,0,0,0,0,-5.079987,5.079987,328,236,26,34,-8,8,3.66666662693024,-3.66666662693024,Orthodox vs Orthodox,Orthodox vs Orthodox
3315,30,3315,Nicolas Dalby,Elizeu Zaleski dos Santos,Nicolas Dalby,180.34,180.34,Welterweight,170,170,187.96,185.42,Orthodox,Orthodox,1984-11-16 00:00:00,1986-12-11 00:00:00,2015-05-30,30,28,2,-2,22,4,24,7,0,150,50,139,41,10,6,0,0,4:14,0,135,61,131,57,2,0,0,1,0:36,Decision,3,3,5:00,5.5,3.428571,1,0,0,0,0,0,2.540009,-2.540009,254,36,26,31,-5,5,2.07142853736877,-2.07142853736877,Orthodox vs Orthodox,Orthodox vs Orthodox
3315,615,615,Nicolas Dalby,Peter Sobotta,Peter Sobotta,180.34,182.88,Welterweight,170,170,187.96,190.5,Orthodox,Southpaw,1984-11-16 00:00:00,1987-01-11 00:00:00,2016-09-03,31,29,2,-2,22,4,17,7,0,87,48,52,14,1,0,0,0,0:28,1,127,83,76,38,5,3,1,0,10:22,Decision,3,3,5:00,5.5,2.428571,0,1,-2.540009,2.540009,0,0,-2.539993,2.539993,28,622,26,24,2,-2,3.07142853736877,-3.07142853736877,Orthodox vs Southpaw,Southpaw vs Orthodox
2052,113,2052,Nik Lentz,Andre Winner,Nik Lentz,172.72,180.34,Lightweight,145,155,172.72,185.42,Orthodox,Orthodox,1984-08-13 00:00:00,1981-11-09 00:00:00,2010-08-28,26,28,-2,2,30,12,21,11,0,95,80,32,23,18,7,1,0,13:00,0,56,41,35,20,0,0,0,0,0:25,Decision,3,3,5:00,2.5,1.909091,1,0,-7.619995,7.619995,-10,10,-12.7,12.7,780,25,42,32,10,-10,0.590909123420715,-0.590909123420715,Orthodox vs Orthodox,Orthodox vs Orthodox
2052,1967,2052,Nik Lentz,Waylon Lowe,Nik Lentz,172.72,170.18,Lightweight,145,145,172.72,173,Orthodox,Southpaw,1984-08-13 00:00:00,1980-10-31 00:00:00,2011-03-26,26,30,-4,4,30,12,16,7,0,114,73,91,51,3,0,1,0,0:16,0,68,53,61,46,6,4,1,0,4:30,Submission,3,3,2:24,2.5,2.285714,1,0,2.540009,-2.540009,0,0,-0.2799988,0.2799988,16,270,42,23,19,-19,0.214285612106323,-0.214285612106323,Orthodox vs Southpaw,Southpaw vs Orthodox
2052,1401,1401,Nik Lentz,Charles Oliveira,Charles Oliveira,172.72,177.8,Lightweight,145,155,172.72,187.96,Orthodox,Orthodox,1984-08-13 00:00:00,1989-10-17 00:00:00,2019-05-18,34,29,5,-5,30,12,34,9,0,53,21,49,18,4,2,0,0,1:40,1,64,43,59,38,0,0,1,1,1:37,KO/TKO,3,2,2:11,2.5,3.777778,0,1,-5.080002,5.080002,-10,10,-15.24001,15.24001,100,97,42,43,-1,1,-1.27777767181396,1.27777767181396,Orthodox vs Orthodox,Orthodox vs Orthodox
2052,1798,2052,Nik Lentz,Gray Maynard,Nik Lentz,172.72,175.26,Lightweight,145,155,172.72,177.8,Orthodox,Orthodox,1984-08-13 00:00:00,1979-05-09 00:00:00,2018-10-06,34,39,-5,5,30,12,13,7,1,121,92,101,75,5,2,1,0,3:34,0,27,13,27,13,0,0,0,0,0:08,KO/TKO,3,2,1:19,2.5,1.857143,1,0,-2.539993,2.539993,-10,10,-5.080002,5.080002,214,8,42,20,22,-22,0.642857193946838,-0.642857193946838,Orthodox vs Orthodox,Orthodox vs Orthodox
2052,1441,2052,Nik Lentz,Diego Nunes,Nik Lentz,172.72,167.64,Featherweight,145,145,172.72,170.18,Orthodox,Orthodox,1984-08-13 00:00:00,1982-11-30 00:00:00,2013-01-19,28,30,-2,2,30,12,19,7,0,234,205,74,56,21,10,0,0,12:13,0,33,19,32,18,0,0,0,0,0:00,Decision,3,3,5:00,2.5,2.714286,1,0,5.080002,-5.080002,0,0,2.540009,-2.540009,733,0,42,26,16,-16,-0.214285612106323,0.214285612106323,Orthodox vs Orthodox,Orthodox vs Orthodox
2052,417,417,Nik Lentz,David Teymur,David Teymur,172.72,175.26,Lightweight,145,155,172.72,185.42,Orthodox,Southpaw,1984-08-13 00:00:00,1989-05-01 00:00:00,2018-06-01,33,29,4,-4,30,12,8,2,0,146,63,144,61,5,0,0,0,0:44,0,192,72,187,67,0,0,0,0,0:06,Decision,3,3,5:00,2.5,4,0,1,-2.539993,2.539993,-10,10,-12.7,12.7,44,6,42,10,32,-32,-1.5,1.5,Orthodox vs Southpaw,Southpaw vs Orthodox
2052,1402,2052,Nik Lentz,Rafaello Oliveira,Nik Lentz,172.72,172.72,Lightweight,145,155,172.72,180.34,Orthodox,Orthodox,1984-08-13 00:00:00,1982-01-26 00:00:00,2009-09-19,25,27,-2,2,30,12,17,8,0,197,124,136,67,5,4,4,0,3:18,0,188,91,110,29,7,4,0,1,5:39,Decision,3,3,5:00,2.5,2.125,1,0,0,0,-10,10,-7.619995,7.619995,198,339,42,25,17,-17,0.375,-0.375,Orthodox vs Orthodox,Orthodox vs Orthodox
2052,1401,1401,Nik Lentz,Charles Oliveira,Charles Oliveira,172.72,177.8,Featherweight,145,155,172.72,187.96,Orthodox,Orthodox,1984-08-13 00:00:00,1989-10-17 00:00:00,2015-05-30,30,25,5,-5,30,12,34,9,0,95,58,69,37,10,2,1,0,6:20,1,105,84,84,64,2,1,2,0,1:57,Submission,3,3,1:10,2.5,3.777778,0,1,-5.080002,5.080002,-10,10,-15.24001,15.24001,380,117,42,43,-1,1,-1.27777767181396,1.27777767181396,Orthodox vs Orthodox,Orthodox vs Orthodox
2052,1727,1727,Nik Lentz,Chad Mendes,Chad Mendes,172.72,167.64,Featherweight,145,145,172.72,167.64,Orthodox,Orthodox,1984-08-13 00:00:00,1985-05-01 00:00:00,2013-12-14,29,28,1,-1,30,12,18,5,0,189,110,119,40,3,0,0,0,0:06,0,75,40,70,35,10,7,1,0,5:15,Decision,3,3,5:00,2.5,3.6,0,1,5.080002,-5.080002,0,0,5.080002,-5.080002,6,315,42,23,19,-19,-1.09999990463257,1.09999990463257,Orthodox vs Orthodox,Orthodox vs Orthodox
2052,1895,1895,Nik Lentz,Islam Makhachev,Islam Makhachev,172.72,177.8,Lightweight,145,155,172.72,177.8,Orthodox,Southpaw,1984-08-13 00:00:00,1991-10-27 00:00:00,2017-02-11,32,25,7,-7,30,12,24,1,0,61,35,35,13,2,0,1,0,0:31,0,127,98,58,43,5,5,0,0,11:54,Decision,3,3,5:00,2.5,24,0,1,-5.080002,5.080002,-10,10,-5.080002,5.080002,31,714,42,25,17,-17,-21.5,21.5,Orthodox vs Southpaw,Southpaw vs Orthodox
2052,1657,2052,Nik Lentz,Eiji Mitsuoka,Nik Lentz,172.72,170.18,Featherweight,145,145,172.72,173,Orthodox,Southpaw,1984-08-13 00:00:00,1976-01-01 00:00:00,2012-08-11,27,36,-9,9,30,12,18,9,0,67,59,37,33,4,4,0,0,2:54,0,11,6,10,5,2,0,0,0,0:08,KO/TKO,3,1,3:45,2.5,2,1,0,2.540009,-2.540009,0,0,-0.2799988,0.2799988,174,8,42,27,15,-15,0.5,-0.5,Orthodox vs Southpaw,Southpaw vs Orthodox
2052,1792,2052,Nik Lentz,Michael McBride,Nik Lentz,172.72,185.42,Lightweight,145,155,172.72,178,Orthodox,Orthodox,1984-08-13 00:00:00,1986-03-09 00:00:00,2016-09-10,32,30,2,-2,30,12,8,3,0,97,80,50,38,6,5,1,0,7:18,0,65,42,31,16,1,0,0,0,0:32,KO/TKO,3,2,4:17,2.5,2.666667,1,0,-12.7,12.7,-10,10,-5.279999,5.279999,438,32,42,11,31,-31,-0.166666746139526,0.166666746139526,Orthodox vs Orthodox,Orthodox vs Orthodox
2163,427,427,Nikita Krylov,Glover Teixeira,Glover Teixeira,190.5,187.96,Light Heavyweight,205,205,195.58,193.04,Orthodox,Orthodox,1992-03-07 00:00:00,1979-10-28 00:00:00,2019-09-14,27,39,-12,12,30,9,33,9,0,123,74,95,47,4,2,1,1,4:39,0,119,85,71,43,6,1,2,2,4:22,Decision,3,3,5:00,3.333333,3.666667,0,1,2.539993,-2.539993,0,0,2.540009,-2.540009,279,262,39,42,-3,3,-0.333333492279053,0.333333492279053,Orthodox vs Orthodox,Orthodox vs Orthodox
2163,971,2163,Nikita Krylov,Marcos Rogerio de Lima,Nikita Krylov,190.5,185.42,Light Heavyweight,205,253,195.58,190.5,Orthodox,Orthodox,1992-03-07 00:00:00,1985-06-25 00:00:00,2015-08-23,23,30,-7,7,30,9,21,10,0,46,34,29,21,1,0,1,0,1:58,0,10,5,10,5,0,0,2,0,0:00,Submission,3,1,2:29,3.333333,2.1,1,0,5.080002,-5.080002,-48,48,5.080002,-5.080002,118,0,39,31,8,-8,1.23333334922791,-1.23333334922791,Orthodox vs Orthodox,Orthodox vs Orthodox
2163,1335,1335,Nikita Krylov,Soa Palelei,Soa Palelei,190.5,193.04,Heavyweight,205,265,195.58,205.74,Orthodox,Orthodox,1992-03-07 00:00:00,1977-07-12 00:00:00,2013-08-31,21,36,-15,15,30,9,22,5,0,123,98,68,45,1,0,2,0,2:17,0,128,107,42,29,4,4,0,0,7:36,KO/TKO,3,3,1:34,3.333333,4.4,0,1,-2.539993,2.539993,-60,60,-10.16,10.16,137,456,39,27,12,-12,-1.06666684150696,1.06666684150696,Orthodox vs Orthodox,Orthodox vs Orthodox
2163,898,2163,Nikita Krylov,Ovince Saint Preux,Nikita Krylov,190.5,190.5,Light Heavyweight,205,205,195.58,203.2,Orthodox,Southpaw,1992-03-07 00:00:00,1983-04-08 00:00:00,2019-04-13,27,36,-9,9,30,9,26,17,0,79,60,44,27,2,1,2,0,2:23,0,12,8,8,4,8,3,0,1,3:16,Submission,3,2,2:30,3.333333,1.529412,1,0,0,0,0,0,-7.619995,7.619995,143,196,39,43,-4,4,1.80392146110535,-1.80392146110535,Orthodox vs Southpaw,Southpaw vs Orthodox
2163,898,898,Nikita Krylov,Ovince Saint Preux,Ovince Saint Preux,190.5,190.5,Light Heavyweight,205,205,195.58,203.2,Orthodox,Southpaw,1992-03-07 00:00:00,1983-04-08 00:00:00,2014-03-15,22,30,-8,8,30,9,26,17,0,4,1,4,1,0,0,0,0,0:00,0,1,1,1,1,1,1,1,0,1:01,Submission,3,1,1:29,3.333333,1.529412,0,1,0,0,0,0,-7.619995,7.619995,0,61,39,43,-4,4,1.80392146110535,-1.80392146110535,Orthodox vs Southpaw,Southpaw vs Orthodox
2163,579,2163,Nikita Krylov,Ryan Spann,Nikita Krylov,190.5,195.58,Catch Weight,205,205,195.58,200.66,Orthodox,Orthodox,1992-03-07 00:00:00,1991-08-24 00:00:00,2023-03-11,31,31,0,0,30,9,21,9,0,31,24,12,7,2,2,2,2,2:39,0,11,5,11,5,2,1,1,2,0:32,Submission,3,1,3:38,3.333333,2.333333,1,0,-5.080002,5.080002,0,0,-5.080002,5.080002,159,32,39,30,9,-9,1,-1,Orthodox vs Orthodox,Orthodox vs Orthodox
2163,1502,2163,Nikita Krylov,Stanislav Nedkov,Nikita Krylov,190.5,180.34,Light Heavyweight,205,205,195.58,180.34,Orthodox,Orthodox,1992-03-07 00:00:00,1981-12-09 00:00:00,2015-01-24,22,33,-11,11,30,9,12,2,1,17,14,16,13,0,0,1,0,0:30,0,8,4,8,4,1,0,0,0,0:10,Submission,3,1,1:24,3.333333,6,1,0,10.16,-10.16,0,0,15.24001,-15.24001,30,10,39,14,25,-25,-2.66666674613953,2.66666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
2163,1417,2163,Nikita Krylov,Volkan Oezdemir,Nikita Krylov,190.5,187.96,Light Heavyweight,205,205,195.58,190.5,Orthodox,Orthodox,1992-03-07 00:00:00,1989-09-19 00:00:00,2022-10-22,30,33,-3,3,30,9,19,7,0,251,171,121,57,20,7,1,0,9:17,0,157,108,81,42,1,1,0,0,0:47,Decision,3,3,5:00,3.333333,2.714286,1,0,2.539993,-2.539993,0,0,5.080002,-5.080002,557,47,39,26,13,-13,0.61904764175415,-0.61904764175415,Orthodox vs Orthodox,Orthodox vs Orthodox
2163,212,2163,Nikita Krylov,Johnny Walker,Nikita Krylov,190.5,198.12,Light Heavyweight,205,205,195.58,208.28,Orthodox,Orthodox,1992-03-07 00:00:00,1992-03-30 00:00:00,2020-03-14,28,27,1,-1,30,9,21,7,0,148,128,58,45,8,3,0,1,11:20,0,112,91,50,37,0,0,0,1,2:25,Decision,3,3,5:00,3.333333,3,1,0,-7.619995,7.619995,0,0,-12.7,12.7,680,145,39,28,11,-11,0.333333253860474,-0.333333253860474,Orthodox vs Orthodox,Orthodox vs Orthodox
3894,2130,2130,Niklas Backstrom,Noad Lahat,Noad Lahat,185.42,175.26,Featherweight,145,145,189.13,175.26,Orthodox,Orthodox,1989-08-22 00:00:00,1984-06-08 00:00:00,2015-06-20,25,31,-6,6,11,3,11,2,0,46,23,31,11,5,4,1,1,5:40,0,148,105,100,62,3,1,1,3,4:12,Decision,3,3,5:00,3.666667,5.5,0,1,10.16,-10.16,0,0,13.87001,-13.87001,340,252,14,13,1,-1,-1.83333325386047,1.83333325386047,Orthodox vs Orthodox,Orthodox vs Orthodox
3894,136,136,Niklas Backstrom,Mike Wilkinson,Mike Wilkinson,185.42,170.18,Featherweight,145,145,189.13,167.64,Orthodox,Orthodox,1989-08-22 00:00:00,1987-09-15 00:00:00,2014-10-04,25,27,-2,2,11,3,9,4,0,12,7,12,7,0,0,0,0,0:00,1,16,7,15,6,1,0,0,0,0:02,KO/TKO,3,1,1:19,3.666667,2.25,0,1,15.24001,-15.24001,0,0,21.49001,-21.49001,0,2,14,13,1,-1,1.41666674613953,-1.41666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
3894,1475,3894,Niklas Backstrom,Tom Niinimaki,Niklas Backstrom,185.42,175.26,Featherweight,145,145,189.13,175.26,Orthodox,Orthodox,1989-08-22 00:00:00,1982-07-25 00:00:00,2014-05-31,24,31,-7,7,11,3,22,8,0,13,6,12,5,0,0,2,0,0:39,0,16,11,11,7,7,2,0,0,2:48,Submission,3,1,4:15,3.666667,2.75,1,0,10.16,-10.16,0,0,13.87001,-13.87001,39,168,14,30,-16,16,0.916666746139526,-0.916666746139526,Orthodox vs Orthodox,Orthodox vs Orthodox
1161,498,1161,Niko Price,George Sullivan,Niko Price,182.88,182.88,Welterweight,170,170,193.04,185.42,Orthodox,Orthodox,1989-09-29 00:00:00,1981-03-13 00:00:00,2018-01-27,28,36,-8,8,15,7,17,7,0,67,35,47,24,5,2,3,1,2:58,0,88,42,61,21,6,1,0,0,3:04,Submission,3,2,4:21,2.142857,2.428571,1,0,0,0,0,0,7.619995,-7.619995,178,184,22,24,-2,2,-0.285714387893677,0.285714387893677,Orthodox vs Orthodox,Orthodox vs Orthodox
1161,931,931,Niko Price,Phil Rowe,Phil Rowe,182.88,190.5,Welterweight,170,170,193.04,203.2,Orthodox,Orthodox,1989-09-29 00:00:00,1990-07-18 00:00:00,2022-12-03,33,32,1,-1,15,7,10,4,0,293,150,247,110,2,0,0,0,1:29,0,140,64,139,63,2,1,2,0,1:29,KO/TKO,3,3,3:26,2.142857,2.5,0,1,-7.619995,7.619995,0,0,-10.16,10.16,89,89,22,14,8,-8,-0.357142925262451,0.357142925262451,Orthodox vs Orthodox,Orthodox vs Orthodox
1161,413,1161,Niko Price,Brandon Thatch,Niko Price,182.88,187.96,Welterweight,170,170,193.04,187.96,Orthodox,Switch,1989-09-29 00:00:00,1985-07-11 00:00:00,2016-12-30,27,31,-4,4,15,7,11,5,0,30,18,16,6,4,1,2,0,2:51,0,15,9,14,8,0,0,2,0,0:01,Submission,3,1,4:30,2.142857,2.2,1,0,-5.080002,5.080002,0,0,5.079987,-5.079987,171,1,22,16,6,-6,-5.7142972946167e-02,5.7142972946167e-02,Orthodox vs Switch,Switch vs Orthodox
1161,250,1161,Niko Price,James Vick,Niko Price,182.88,190.5,Welterweight,170,155,193.04,193.04,Orthodox,Orthodox,1989-09-29 00:00:00,1987-02-23 00:00:00,2019-10-12,30,32,-2,2,15,7,13,5,1,28,15,22,11,1,0,0,0,0:47,0,19,10,18,9,0,0,0,0,0:13,KO/TKO,3,1,1:44,2.142857,2.6,1,0,-7.619995,7.619995,15,-15,0,0,47,13,22,18,4,-4,-0.45714282989502,0.45714282989502,Orthodox vs Orthodox,Orthodox vs Orthodox
1161,1093,1093,Niko Price,Abdul Razak Alhassan,Abdul Razak Alhassan,182.88,177.8,Welterweight,170,185,193.04,185.42,Orthodox,Orthodox,1989-09-29 00:00:00,1985-08-11 00:00:00,2018-09-08,28,33,-5,5,15,7,12,5,0,10,4,10,4,1,0,0,0,0:00,1,21,15,21,15,0,0,0,0,0:02,KO/TKO,3,1,0:43,2.142857,2.4,0,1,5.080002,-5.080002,-15,15,7.619995,-7.619995,0,2,22,17,5,-5,-0.257143020629883,0.257143020629883,Orthodox vs Orthodox,Orthodox vs Orthodox
1587,370,370,Nikolas Motta,Manuel Torres,Manuel Torres,175.26,177.8,Lightweight,155,155,177.8,185.42,Orthodox,Switch,1993-02-08 00:00:00,1995-03-25 00:00:00,2023-06-17,30,28,2,-2,13,5,14,2,0,14,7,14,7,0,0,0,0,0:00,1,17,13,17,13,0,0,0,0,0:01,KO/TKO,3,1,1:50,2.6,7,0,1,-2.540009,2.540009,0,0,-7.619995,7.619995,0,1,18,16,2,-2,-4.40000009536743,4.40000009536743,Orthodox vs Switch,Switch vs Orthodox
1587,291,1587,Nikolas Motta,Cameron VanCamp,Nikolas Motta,175.26,187.96,Lightweight,155,155,177.8,187.96,Orthodox,Switch,1993-02-08 00:00:00,1993-04-27 00:00:00,2022-09-17,29,29,0,0,13,5,15,7,1,45,24,45,24,0,0,0,0,0:05,0,40,15,40,15,0,0,0,0,0:00,KO/TKO,3,1,3:49,2.6,2.142857,1,0,-12.70001,12.70001,0,0,-10.16,10.16,5,0,18,22,-4,4,0.45714282989502,-0.45714282989502,Orthodox vs Switch,Switch vs Orthodox
1439,505,505,Nina Nunes,Tatiana Suarez,Tatiana Suarez,165.1,165.1,"Women's Strawweight",125,115,162.56,167.64,Orthodox,Southpaw,1985-12-03 00:00:00,1990-12-19 00:00:00,2019-06-08,33,28,5,-5,11,7,11,0,0,105,54,99,48,0,0,0,0,0:00,0,166,95,142,75,13,4,0,0,8:17,Decision,3,3,5:00,1.571429,11,0,1,0,0,10,-10,-5.080002,5.080002,0,497,18,11,7,-7,-9.42857146263123,9.42857146263123,Orthodox vs Southpaw,Southpaw vs Orthodox
